pdb.id,c_local,e_tight_minus_loose,frac_close_favourable,frac_cb_close_engaged,sidechain_toward,margin_energy_slope,ca_energy_coupling_tp,ca_energy_slope_tp,frac_ca_close_engaged_tp,ca_cb_agreement_tp,ca_energy_coupling_tm,ca_energy_slope_tm,frac_ca_close_engaged_tm,ca_cb_agreement_tm,degree_evenness_tp,frac_well_coordinated_tp,n_contacts,n_cb_close
2z31,-0.03576075845445808,-0.048148951805464454,0.6363636363636364,0.6923076923076923,0.5642449569601656,-0.02416795008637618,-0.2821848939860874,-0.06534504679166167,0.6538461538461539,0.8660750148231737,0.014342223840155077,0.0077909100090522085,0.8235294117647058,0.8160895883952296,0.786096256684492,0.9090909090909091,21.0,26.0
3c5z,0.2633746641271203,0.052644787667462,0.7272727272727273,0.7777777777777778,1.081816563733016,0.12501650042380694,0.027505908401609245,-0.037750265328765055,0.6428571428571429,0.8333098921706517,0.04407299539316601,0.00521056309920999,0.8125,0.7808000743481696,0.7469135802469136,0.9166666666666666,22.0,18.0
3c60,0.11101203870121079,0.3493089097645723,0.75,0.625,1.2354026491879044,0.1608159351855638,-0.42424403404760963,-0.09284625355023429,1.0,0.7711692731545257,-0.13717221954871864,-0.043789568790639374,0.6428571428571429,0.7688578798843512,0.7258064516129032,0.9,15.0,8.0
3c6l,0.16648093153975174,-0.09218690209494651,0.8,0.8181818181818182,1.198823603666948,0.032638172113893346,-0.4860941401453927,-0.14054112846999167,1.0,0.8451198129748686,0.17125182539982528,0.0361994734259693,0.75,0.8016099963955304,0.6734006734006734,0.9090909090909091,20.0,11.0
3d39,0.1621901691900167,0.18781528651867085,0.8888888888888888,0.8666666666666667,0.3634030900018345,0.13603961197714162,0.07116569774227446,0.020750526382815233,0.8125,0.8333976461508782,0.05809128671528949,0.023838660574876883,0.5454545454545454,0.789598709295177,0.7363636363636363,0.9090909090909091,18.0,15.0
3d3v,0.2207235240129347,0.09026816984035382,1.0,0.8,0.35141885841699577,0.13094817226604397,0.21949728221286285,0.027376417597495765,0.8571428571428571,0.8215062793449631,0.058819743992061836,0.02438625882385399,0.5294117647058824,0.8008634113949563,0.7410256410256411,0.9,17.0,15.0
3dxa,0.2355325475907751,0.2151751114058535,0.8125,1.0,0.7719340091491207,0.13587336807231715,-0.157976212292933,-0.023945336530154012,0.9333333333333333,0.7980543834974215,0.011508576662857315,-0.006994845516076218,0.6818181818181818,0.8327812538338853,0.8139904610492846,1.0,32.0,13.0
3e2h,-0.0705403679350062,-0.0708659047863841,1.0,0.7647058823529411,0.8115479134998143,-0.03287018513425065,0.20825951750096544,0.01613733747248175,0.6666666666666666,0.7765588097648044,-0.14209124334502282,-0.012502943866292549,0.6923076923076923,0.8274524454133116,0.84375,1.0,18.0,17.0
3e3q,0.08732039904964083,0.1901226929201465,1.0,0.6666666666666666,1.02002706395524,0.07520137132864524,-0.21124831735652808,-0.03279430503163891,0.7333333333333333,0.8263623600091423,-0.18685729868357714,-0.019405961083493524,0.6923076923076923,0.836788607818408,0.8307692307692308,1.0,18.0,21.0
3ffc,0.7210747649339596,0.3207371688739295,1.0,0.7142857142857143,0.7847701447651536,0.21785819761880465,0.14601237985052867,0.011376293748569454,0.6923076923076923,0.7968866576461513,-0.02003213402992281,0.017834750705273954,0.7142857142857143,0.8273829106611305,0.84375,1.0,18.0,14.0
3gsn,0.048262913292650055,-0.1783618156436257,0.6923076923076923,0.8333333333333334,0.6823427790545928,-0.0702113442372175,-0.4826291329265005,-0.09022465064414781,0.8421052631578947,0.8830830356491943,-0.1329729058707024,-0.012143568914804193,0.7391304347826086,0.8062045434138456,0.8387096774193549,0.9230769230769231,26.0,24.0
3h9s,0.26384185001785426,0.16257322870952037,0.8181818181818182,0.7894736842105263,0.4927931512989944,0.08766249509975177,0.29694613156188243,0.049378257422412024,0.7058823529411765,0.7819353293934547,0.2003514991129671,0.034508229419073416,0.6086956521739131,0.8148833926280522,0.7333333333333333,0.9090909090909091,22.0,19.0
3hg1,0.13024427610703418,0.0963599141157751,0.7857142857142857,0.8333333333333334,0.4577695386856552,0.09539324292877048,0.07567877938008721,0.033590200610189774,0.7777777777777778,0.8572599007307058,-0.1308147743473498,-0.020309734051370713,0.7567567567567568,0.8075376680439433,0.6599326599326599,0.7272727272727273,28.0,30.0
3kpr,-0.06329473876297351,-0.10927260534634434,0.7272727272727273,0.6363636363636364,0.8468089620507158,-0.09873208776104787,-0.1745673932853495,-0.043654589049801275,0.7,0.8009310375697533,-0.03868779401895303,-0.01065671378250783,0.7241379310344828,0.7425539977264114,0.8642857142857143,1.0,22.0,22.0
3kps,0.17348931537641712,0.02640655410700722,0.7272727272727273,0.6086956521739131,0.9743697093290988,-0.02422853250956867,0.044756476445512915,-0.008493116917175952,0.6666666666666666,0.8083935699643975,0.022809710883877368,0.007030075139908849,0.7333333333333333,0.7470229535361743,0.8698224852071006,1.0,21.0,23.0
3kxf,-0.33148619613180097,-0.1388036251004293,0.6666666666666666,0.6666666666666666,0.1916475835920367,-0.11020683800787712,0.2613155364934011,0.03992795732642137,0.6923076923076923,0.8495388952153377,-0.13924859059331293,-0.048372242017519676,0.8125,0.760320547990756,0.7024082568807339,0.875,35.0,45.0
3mbe,0.28732488414227925,0.23272369925805608,0.8421052631578947,0.8,0.9063080009876266,0.20343248004376346,-0.21295973285321412,-0.025082639239616338,0.9285714285714286,0.8183842607753734,0.12644465648983114,0.01070326918600781,0.6388888888888888,0.7913214959557481,0.7292929292929293,0.8333333333333334,38.0,25.0
3mv7,-0.1368787201909695,-0.1544989733963222,0.7222222222222222,0.7333333333333333,0.4777453151362184,-0.07373741096974643,0.010700911109008698,-0.009745382507767228,0.6923076923076923,0.8195036035172708,-0.21890452345637548,-0.05683772376502037,0.72,0.7738141130508304,0.8181818181818182,0.9444444444444444,36.0,30.0
3mv8,-0.11364912099346111,-0.03865789181228352,0.7777777777777778,0.7,0.49511560828348056,-0.05540913573318551,-0.08862136790613373,-0.02144965341814722,0.7037037037037037,0.8213474940602271,-0.15680883560739642,-0.04978401364738407,0.6923076923076923,0.7682052882281715,0.8199464524765729,0.9444444444444444,35.0,30.0
3mv9,-0.16856612192182505,-0.1547219204104466,0.7777777777777778,0.71875,0.5197617074679507,-0.08288498276201672,-0.06421037739379352,-0.018856190365918353,0.7037037037037037,0.8120376642731335,-0.03211010112729762,-0.013783336792525698,0.68,0.7687864642217348,0.8470588235294118,0.9411764705882353,36.0,32.0
3o4l,-0.03955501705917216,-0.08171710228799094,0.5833333333333334,0.6923076923076923,0.5326817744692771,0.007334967265034727,0.13619671465961264,0.0316579848314484,0.8125,0.8080915339342305,-0.386289428880284,-0.07598119385068795,0.8214285714285714,0.8145431464758665,0.8317610062893082,1.0,23.0,26.0
3o6f,0.09337350797797107,0.04679466240644985,0.6428571428571429,0.6470588235294118,0.4034451726767014,0.052925477557312695,-0.035870761129367185,-0.021854181220216866,0.75,0.8842350163205778,-0.08198270658771116,-0.00968368185863682,0.6857142857142857,0.7980288888553321,0.814968814968815,0.9230769230769231,28.0,34.0
3pl6,-0.2087912087912088,-0.3560151456783197,0.5714285714285714,0.5,0.9060804850829629,-0.05298471715327014,-0.3131868131868132,-0.06785427419874862,0.8888888888888888,0.7751892836342458,0.01778185181115807,0.021183878525337145,0.5294117647058824,0.8112791926377185,0.6954732510288066,0.8888888888888888,13.0,14.0
3pqy,0.2699097099905858,0.10547527916696078,0.8461538461538461,0.9333333333333333,0.4659842139085249,0.08625956746832669,0.0704931499369562,-0.0024859275451871556,0.8,0.7966086634579783,-0.14997263273125339,-0.018078951586624314,0.7692307692307693,0.8150770040272802,0.7788018433179723,0.9285714285714286,26.0,15.0
3pwp,0.151455267754258,0.04648636850269375,0.9090909090909091,0.8421052631578947,0.5507515323419965,0.06275899688804004,0.1312967799859558,0.012081460017505728,0.7777777777777778,0.809689136280013,0.14170796090866541,0.0523314394800161,0.6206896551724138,0.796947622860383,0.6954022988505747,0.9166666666666666,22.0,19.0
3qdg,0.1740265761049616,-0.025216797235479954,0.9166666666666666,0.8076923076923077,0.8771618077858235,-0.013734012580246324,0.213182555728578,0.020984404479947396,0.8,0.8246223704939302,-0.08883405727961217,-0.013504427940217825,0.6285714285714286,0.8241429349214991,0.6923076923076923,0.8461538461538461,24.0,26.0
3qdj,0.08968086037644575,-0.09442438211647358,1.0,0.65,1.2848268915756333,0.04311370171601122,0.29484118479927374,0.06561634472604921,0.5625,0.8658238596160196,-0.009556388809947027,-0.0021023103102573034,0.6756756756756757,0.8296471562339182,0.7410256410256411,0.9,17.0,20.0
3qdm,0.2653203446273672,0.03158933623378024,0.7692307692307693,0.7692307692307693,0.45713164442807763,0.13368046961203822,-0.08320502943378437,-0.02324628934332081,0.7777777777777778,0.8973209085614444,0.01632279107492197,0.020991040435632068,0.75,0.7965809339127725,0.7316017316017316,0.9090909090909091,26.0,26.0
3qeq,0.13320479403001312,-0.07116298439439628,0.6363636363636364,0.75,0.37134634987965504,0.045321018366737735,-0.14626408756236733,-0.034888793117435986,0.8421052631578947,0.9082881662149954,-0.04680147057874106,-0.009089833208022452,0.7096774193548387,0.7901778918581275,0.6795069337442219,0.9090909090909091,21.0,24.0
3qfj,0.2732812175120566,0.048544466493596394,0.9166666666666666,0.8571428571428571,0.4512255545610439,0.0871571112881801,0.2809101275241367,0.0346008327086618,0.8333333333333334,0.7966507854144063,0.10403865108307357,0.025256048897973876,0.6206896551724138,0.7893565561225769,0.7146401985111662,0.9230769230769231,24.0,21.0
3qib,0.13895508941090534,0.14696592782229578,0.75,0.7857142857142857,0.5683226660477758,0.09148374162286718,0.16095325659996684,0.025889307328480958,0.8,0.8390422660334165,-0.029813494490953562,-0.030480377432832342,0.7954545454545454,0.8191299180256236,0.7004103967168263,0.8235294117647058,32.0,28.0
3qiu,-0.2329237084778194,-0.09685398562522293,0.5882352941176471,0.8214285714285714,0.488308765943678,-0.08592440100804938,-0.08491519401897608,-0.00698601257562233,0.8181818181818182,0.8370401260309518,-0.06217767492527459,-0.030924226238515904,0.7659574468085106,0.8092821195771921,0.7479395604395604,0.8125,33.0,28.0
3qiw,-0.28424455477895105,-0.16437697142961236,0.625,0.7241379310344828,0.4524512616945107,-0.07039858741953393,0.058301402648060226,0.006583215761933091,0.8333333333333334,0.844147069147069,-0.12314572965328778,-0.037176167961830146,0.7708333333333334,0.8086182107225728,0.7712680577849117,0.7857142857142857,31.0,29.0
3rdt,0.4476291883113339,0.3405763520257076,0.75,0.6923076923076923,1.6232919858004988,0.29943375077176326,-0.48732350365923294,-0.12146952528214389,0.8333333333333334,0.7823785537437036,-0.11628763217807157,-0.033297762642894524,0.7777777777777778,0.7616160369559829,0.7758620689655172,1.0,15.0,13.0
3rgv,-0.19264477879304523,-0.24131551638304571,0.5,0.8888888888888888,1.2876438739564422,-0.14773641520699343,-0.21716320518488735,-0.015257025825250396,1.0,0.8007321049555509,-0.28792191405899514,-0.04997428831904853,0.6896551724137931,0.7964155893144955,0.6923076923076923,0.875,12.0,9.0
3sjv,0.1152667292067548,-0.053671126686139006,0.7777777777777778,0.6470588235294118,0.8216102013816953,0.025727788022455643,0.5356881509117868,0.04209055677193637,0.6363636363636364,0.7846883468834689,0.021688211386133013,0.004472925081622407,0.68,0.7641971159818689,0.8257142857142857,1.0,17.0,17.0
3t0e,0.20260360731489202,0.09163901312546593,0.75,0.65,0.3787388110474741,0.08679593567063554,-0.14704804802402122,-0.035670873897817805,0.7352941176470589,0.8820968619626339,-0.04484305427572533,0.005918207963821044,0.7,0.8006586108212719,0.8561872909698997,0.8461538461538461,32.0,40.0
3tfk,0.3228153582678092,0.21700269432930008,0.8888888888888888,0.5333333333333333,1.0564729120296608,0.17957770599799183,-0.05654605681377034,-0.028040468189017773,0.75,0.7212585933368587,-0.18141934750983835,-0.026603028675709767,0.6875,0.814536534455342,0.7232142857142857,0.9285714285714286,18.0,15.0
3tjh,-0.026287660509857078,0.1391160970911125,0.5,0.8,0.6515896108668294,-0.04263271935528426,-0.09591690893061254,-0.016339761958993837,0.75,0.7921860885275519,-0.09378134927357308,-0.015820543832300006,0.6071428571428571,0.7949109272544032,0.7714285714285715,0.9333333333333333,27.0,15.0
3tpu,-0.15908317100556188,-0.2862047332777064,0.5384615384615384,0.7777777777777778,0.6626438764869638,-0.2117529652719973,-0.0850490809395148,0.012959973897047743,0.7058823529411765,0.7721372886504,-0.13312834237581095,-0.020765680693380542,0.7419354838709677,0.8387396143384561,0.8125,1.0,26.0,18.0
3uts,0.5328431380869358,0.29984068825484506,1.0,0.75,0.7072166528937849,0.2131284509008309,-0.2683367442131824,-0.0311298044732453,0.7777777777777778,0.7366871934036113,0.3781677211575834,0.11182691649955127,0.6153846153846154,0.8047886812987484,0.672093023255814,0.8,17.0,12.0
3utt,0.5199711855919943,0.5730216979619199,0.9,0.6875,0.13234585071122607,0.29631869647563625,-0.1222387187243488,0.00036967000723516977,0.6923076923076923,0.7667994310099573,0.11439757498036388,0.07579904956953766,0.631578947368421,0.7834066183996059,0.7168458781362007,0.7777777777777778,20.0,16.0
3vxm,0.2965911547588154,0.3156081918380379,0.7857142857142857,0.9047619047619048,0.7872498328000401,0.15853360579231723,0.05656635425812459,0.005134189862053946,0.8,0.8333532272984988,0.18414816079572138,0.024142654388418592,0.5106382978723404,0.8058818680419029,0.7469262295081968,0.9375,27.0,21.0
