key,extent,e_tcr_mhc,chain_balance,pitch,crossing,dock_d,dock_torsion,dock_tcr_uy,dock_tcr_uz,dock_mhc_uy,dock_mhc_uz,e_cdr12,e_cdr3a,e_cdr3b,F_tcr_pep,F_tcr_mhc,F_pep_mhc,dF_tcr_pep,dF_pep_mhc,n_contacts_tp,n_pep_contacted,n_contacts_tm,ct_tp_salt_bridge,ct_tm_salt_bridge,ct_tp_hydrogen_bond,ct_tm_hydrogen_bond,ct_tp_aromatic,ct_tm_aromatic,ct_tp_hydrophobic,ct_tm_hydrophobic,ct_tp_other,ct_tm_other,n_hbond,burial,species,mhc_class
1mi5,31.0,0.3599999999999998,0.4,-1.932797952058775,64.79190775800795,30.231624169718003,3.401888887840534,-0.27645840522617576,0.17797145152748103,0.1706846355022567,-0.09472496183790828,-0.40183180179391736,-0.6840923799989858,-0.1351994124785471,-2.211766468731502,0.3599999999999998,-15.600000000000001,-0.5441994515569164,-12.240000000000002,15,5,58,0,1,2,13,2,0,1,1,10,43,2,2239.7033549512125,Human,MHCI
1mwa,30.0,1.36,0.4444444444444444,-7.946984906390354,42.12400742869423,28.879733443326316,3.078788554024948,-0.028697096072333395,0.09720475721079565,0.06949118751039177,0.020208660122718696,1.5964393520687936,0.2569223583625658,-0.363326617877895,1.4900350925534644,1.36,-5.779999999999999,2.164848388714616,-6.589999999999999,18,6,46,0,1,5,4,0,0,0,1,13,40,5,2016.1926721604177,Mouse,MHCI
1nam,20.0,1.2900000000000003,0.2222222222222222,-9.55893672287851,60.03541285870753,31.405712281878536,3.332573379449167,-0.21533498283672206,0.09974749438895766,0.22023098971518237,0.07562851387631045,0.0,-0.1773404715187544,-1.09817491724226,-1.2755153887610142,1.2900000000000003,-8.91,-3.3301485098333146,-9.9,9,4,41,0,1,1,6,0,0,1,1,7,33,1,1562.1795287654459,Mouse,MHCI
1oga,20.0,0.4800000000000001,0.3684210526315789,-14.326567511834607,83.3476586621322,30.381901345181948,3.817137012942978,0.00002269487884319524,0.21971025280172507,0.24997365254188986,0.1616552174969385,-3.04881002727373,-0.5447400287074504,0.1897039465437979,-3.4038461094373833,0.4800000000000001,-14.940000000000007,-4.907133772601549,-12.629999999999999,19,5,34,0,0,4,6,0,0,0,2,15,26,4,1510.9137380743014,Human,MHCI
1qrn,25.0,0.5999999999999999,0.4642857142857143,6.284970691832508,51.87847281256519,31.008611755365052,3.3348959043612525,0.1182643060773888,0.04124793985338219,0.08555081202419658,-0.12952180261411686,-0.51365670882273,-0.04590654263316968,0.24192569236752026,-0.31763755908837943,0.5999999999999999,-13.940000000000005,-2.3737311456167838,-12.700000000000001,28,8,39,0,2,4,5,0,0,0,2,24,30,4,1947.4526142804862,Human,MHCI
1qse,25.0,-0.030000000000000193,0.4838709677419355,6.990857070024677,54.82255022761247,31.13180107126486,3.3782351448002275,0.11875981074005457,0.029139224266677772,0.08309405742926536,-0.1447666224065198,-0.51365670882273,-0.2775444483790661,1.370830561570074,0.579629404368278,-0.030000000000000193,-12.880000000000008,-4.295216583979924,-11.07,31,8,35,0,2,9,3,0,0,0,1,22,29,9,1968.009475012881,Human,MHCI
1qsf,22.0,0.77,0.2857142857142857,9.58001747265326,53.94542130095003,31.3139329737697,3.348311295883868,0.12760921567313846,0.011272792747109675,0.08999714433414756,-0.14859343049107154,-0.5534782030094016,0.15501048858586186,0.20902945756333602,-0.1894382568602037,0.77,-12.060000000000006,-1.1838815167903438,-10.680000000000003,21,8,38,0,1,4,5,0,0,0,1,17,31,4,1779.753166927636,Human,MHCI
1u3h,26.0,-1.6300000000000003,0.29411764705882354,1.9046303698300115,69.39430444980535,NaN,NaN,NaN,NaN,NaN,NaN,0.2681453986067775,-0.6382649277711118,0.07975919754608951,-0.29036033161824465,-1.6300000000000003,-6.189999999999999,0.8617159376083661,1.2999999999999998,17,7,47,0,1,4,4,0,0,0,2,13,40,4,1846.1565710235518,Mouse,MHCII
1ymm,32.0,1.47,0.3225806451612903,-8.617513989643614,112.60805713116842,NaN,NaN,NaN,NaN,NaN,NaN,-0.6903093338082681,-0.6130969095433936,0.56778698513137,-0.8546569386390468,1.47,-15.02,-2.290323092507143,-8.719999999999999,31,8,40,0,1,2,4,1,0,0,1,28,34,2,1967.7558982202063,Human,MHCII
1zgl,26.0,-1.2600000000000002,0.4090909090909091,-9.373558079211195,63.00241392796564,NaN,NaN,NaN,NaN,NaN,NaN,-0.3033581347384904,0.9516669631481118,-1.7768627906849122,-0.5914922023174636,-1.2600000000000002,-10.88,-5.102631285845457,-2.570000000000004,22,10,48,0,1,3,6,0,0,3,2,16,39,3,2187.771534051153,Human,MHCII
2ak4,28.0,-1.3500000000000003,0.4444444444444444,-9.704626285555776,85.81503446563619,32.79898039078943,4.003170068611515,0.15662561320100712,0.13274073596358454,-0.13235040734325468,0.05560567016779502,-1.7333155116263637,-0.693768505331247,-0.21944881227208599,-2.437699354089948,-1.3500000000000003,-11.650000000000007,-3.2990061812859475,-6.640000000000002,36,7,31,0,1,10,3,0,0,0,2,26,25,10,1820.9638756406312,Human,MHCI
2bnq,29.0,3.200000000000001,0.4827586206896552,-4.727779280806648,89.14922053899033,30.780691447220576,3.9044123509103685,-0.12635643921305278,0.07601679965104943,0.0010671752136141765,0.15922203312757777,-0.138660305673265,-2.469230076699159,-0.20582605209018073,-2.813716434462604,3.200000000000001,-7.079999999999999,-7.767699079009915,-6.05,29,5,44,0,0,6,7,2,0,0,1,21,36,6,2072.5224086161506,Human,MHCI
2bnr,30.0,2.8499999999999996,0.5,-4.705676609244354,89.48623651323821,30.962396765010542,3.913082841741694,-0.12594240623068134,0.05871789119191774,0.002522028530917316,0.1605827555601001,-0.423260711587638,-2.5864345760362535,-0.7505709657337318,-3.760266253357622,2.8499999999999996,-7.299999999999997,-9.006925605792603,-6.299999999999999,32,6,42,0,1,6,5,2,0,0,1,24,35,6,2041.7547057420015,Human,MHCI
2ckb,31.0,0.8400000000000001,0.4117647058823529,-6.778306374602985,43.14194800936467,28.797839259393335,3.0643249221294155,-0.028830954684793287,0.10557452453635852,0.0803287130261195,0.017089896398665753,0.5325235953856877,0.2569223583625658,-0.363326617877895,0.42611933587035844,0.8400000000000001,-6.360000000000001,0.7254371936145616,-7.18,17,6,43,0,1,4,4,0,0,0,0,13,38,4,1973.4944695913327,Mouse,MHCI
2e7l,25.0,-1.3099999999999996,0.36363636363636365,-5.801981625565529,64.672376486971,28.88864666364014,3.424650949903296,-0.08835617946994345,0.26239611717003736,0.14446048159910344,0.02781609148987356,-0.4596304763784642,0.5740230122689836,-1.0015345793279296,-0.8871420434374103,-1.3099999999999996,-14.800000000000002,-2.005671173535871,-8.39,22,7,41,0,1,3,4,1,0,0,0,18,36,3,1858.3859241445352,Mouse,MHCI
2esv,24.0,1.0699999999999998,0.4,-7.9132696588947,61.35715081324922,30.148284025679793,3.3187565844141,-0.08318864854324107,0.1696886990155579,0.24963608152464545,0.059750684361367754,1.4155471274319438,-1.2209308079284507,-0.2357198756421589,-0.0411035561386664,1.0699999999999998,-14.630000000000003,-2.320463969027294,-10.620000000000003,20,6,46,1,5,5,5,0,1,1,2,13,33,5,1976.2091700687888,Human,MHCI
2f53,28.0,1.2,0.4482758620689655,-5.320979502602042,86.62771766187251,30.981051616767395,3.8706153411833615,-0.13278526111502165,0.04442009775224212,0.027365753148203588,0.17342769711310368,-0.7819690896557331,-2.179827385926341,-0.2058260520901808,-3.1676225276722545,1.2,-7.539999999999998,-8.093701424945921,-6.119999999999999,29,5,46,0,1,6,8,2,1,0,2,21,34,6,1944.0662664265,Human,MHCI
2f54,29.0,2.7100000000000004,0.5,-4.685851261854957,87.91710682375968,30.729097033681597,3.8776176485813743,-0.12929565617714492,0.06600235125198874,0.02276062488679092,0.15295448873540737,-0.49736868374136006,-2.469230076699159,-0.2058260520901808,-3.1724248125306995,2.7100000000000004,-7.719999999999998,-7.8256776692337535,-6.489999999999999,30,5,43,0,0,6,10,2,0,0,1,22,32,6,2079.776622513542,Human,MHCI
2gj6,21.0,0.66,0.47619047619047616,6.400468391079549,54.19677135515761,30.94289051457409,3.379107952539088,0.08343421721367518,0.057304025276351964,0.060876338033270916,-0.14921111641856388,-0.7042561791757674,-0.5473036650857231,0.9240672885608984,-0.3274925557005922,0.66,-12.870000000000008,-2.877751577959872,-12.200000000000003,21,8,38,0,1,6,2,0,0,0,0,15,35,6,1872.4266441910913,Human,MHCI
2iam,30.0,0.2,0.5,-0.3717957652428431,68.73359796752281,NaN,NaN,NaN,NaN,NaN,NaN,0.47820752751029916,0.5157981543998591,-0.09079604678606368,1.3666815625066144,0.2,-13.559999999999999,2.823574492720383,-6.540000000000001,26,9,59,0,1,5,4,0,0,0,2,21,52,5,2203.2608047712747,Human,MHCII
2ian,31.0,0.5100000000000002,0.5,0.07370758250166186,69.41230539411214,NaN,NaN,NaN,NaN,NaN,NaN,0.4923803017944093,0.8457269847993607,-0.09079604678606368,1.7107831671902263,0.5100000000000002,-10.24,3.3648441623149443,-3.8199999999999994,26,9,59,0,0,5,5,0,0,1,2,20,52,5,2220.3352980117306,Human,MHCII
2j8u,24.0,-3.51,0.4,-4.768201855512161,88.33012629723527,30.990470883365678,3.9118450741015365,0.03255964174252228,0.13385474575953815,0.15879150969338326,0.09797926462585496,-0.1414995622737,0.7267181173641709,-0.3003519098714163,0.2848666452190546,-3.51,-16.64,5.500142735458709,-12.350000000000001,20,7,44,0,1,1,3,3,1,2,4,14,35,1,1983.4898236098961,Mouse,MHCI
2jcc,24.0,-3.7799999999999994,0.36363636363636365,-4.518388170878379,88.41422736876784,30.790842819748566,3.9068214025570405,0.039066285964586014,0.11374597375037555,0.12851900553210024,0.08920017700741599,-0.1414995622737,0.6824951468062683,-0.30035190987141636,0.24064367466115197,-3.7799999999999994,-13.750000000000002,5.642100611032832,-12.300000000000002,22,7,47,0,1,4,1,3,2,2,5,13,38,4,1934.7083164246578,Mouse,MHCI
2nx5,29.0,-0.14000000000000057,0.16666666666666666,-1.8697956582743556,76.36910491172934,30.661913026632355,3.789125408215909,0.1315502871107955,-0.016069362960943977,0.03976619522402326,-0.041284001110811805,-0.35541467556766626,0.11040638813574799,-0.9923940291460097,-1.2374023165779284,-0.14000000000000057,-10.100000000000003,-3.6091847282393648,-4.61,24,7,56,0,1,6,14,0,0,0,1,18,40,6,2106.86420092138,Human,MHCI
2oi9,25.0,-2.5200000000000005,0.2857142857142857,-3.951400262643663,68.21626077101205,28.945584422073807,3.4745625955019293,-0.07969283472406397,0.2739980832178138,0.12810346392577165,0.0330771198061077,-0.9806566980799922,0.0620760008810818,-0.9998911935841995,-1.91847189078311,-2.5200000000000005,-14.320000000000002,-2.3111846928926054,-8.11,21,7,42,0,0,3,5,1,0,1,0,16,37,3,1700.8931343319819,Mouse,MHCI
2ol3,19.0,1.0100000000000002,0.35714285714285715,-10.843081796761142,59.55578170305288,31.37556599714299,3.334622599038212,-0.16488914087756673,0.1708144853656688,0.15576639157347794,0.08503869924161364,-0.00254954362231797,-0.1365656676676704,-1.0525894744523199,-1.1917046857423084,1.0100000000000002,-8.27,-4.218721356901005,-7.42,14,4,28,0,2,6,4,1,0,0,0,7,22,6,1471.809215908157,Mouse,MHCI
2p5e,28.0,-0.10999999999999988,0.4666666666666667,-3.9930322938444593,87.61876990492533,30.82903438050926,3.8899566843952464,-0.15831703396600458,0.04805502817135602,0.03159320008157633,0.14300450825605848,-0.423260711587638,-0.7178502924057688,-0.0006293000338584154,-1.141740304027265,-0.10999999999999988,-8.989999999999997,-3.5600228565343257,-7.47,30,6,41,0,1,6,6,2,0,1,2,21,32,6,2027.9066155905348,Human,MHCI
2p5w,27.0,0.8899999999999998,0.4666666666666667,-4.07623647037896,87.16432636040474,30.977856048820943,3.8766415544784514,-0.15671558624151521,0.03775487504974713,0.03816899186938115,0.1473315233493521,-0.423260711587638,-0.7178502924057689,-0.0006293000338584154,-1.1417403040272653,0.8899999999999998,-8.18,-3.5600228565343253,-7.24,30,6,46,0,1,6,8,2,0,1,2,21,35,6,2049.51354738414,Human,MHCI
2pxy,25.0,-0.08999999999999991,0.45454545454545453,1.617754201827481,74.1719517347146,NaN,NaN,NaN,NaN,NaN,NaN,-0.8326526570327033,0.4549592614350909,-1.1119825676480588,-1.489675963245671,-0.08999999999999991,-6.509999999999998,-0.8057165142930036,1.2300000000000004,22,9,57,0,2,3,9,0,0,0,0,19,46,3,2013.4183945198565,Mouse,MHCII
2pye,26.0,1.0899999999999999,0.4482758620689655,-3.59119803641481,86.94125501295349,31.203258158184315,3.8717972229174102,-0.16324413885200048,0.04302463592177784,0.031626692696468936,0.1402468479888771,-0.423260711587638,-0.6006457930686749,-0.0006293000338585264,-1.024535804690171,1.0899999999999999,-7.839999999999999,-3.5463800801305387,-6.749999999999998,29,5,38,0,1,6,6,2,0,1,2,20,29,6,1893.9389260812422,Human,MHCI
2uwe,25.0,-3.4899999999999998,0.3333333333333333,-3.671071019124624,88.54145035640474,30.68937705659198,3.914665326854787,0.04117371874330395,0.10377352188093875,0.1211397227743317,0.08185024125452887,-0.1414995622737,0.4940508646310347,-0.3003519098714163,0.05219939248591836,-3.4899999999999998,-13.430000000000005,5.896721821223724,-11.870000000000001,24,8,52,0,1,4,2,3,2,2,5,15,42,4,1955.740939948515,Mouse,MHCI
2vlj,21.0,0.44,0.42105263157894735,-14.643855770162748,81.374467896536,30.818705813724673,3.797302504893996,0.034036807998753006,0.2627464836099056,0.25977780847897325,0.12461689820156095,-3.04881002727373,-0.5686064576270933,-0.3473578134140291,-3.964774298314853,0.44,-14.200000000000005,-4.741470186424301,-12.209999999999999,19,6,36,0,0,4,6,0,0,1,2,14,28,4,1463.6902472169859,Human,MHCI
2vlk,20.0,0.35999999999999976,0.3684210526315789,-14.293569615913022,83.4669550531219,30.69992604072932,3.813579580653966,0.009552861724368032,0.2533021241068975,0.23605082675296657,0.1369662709135757,-3.04881002727373,-0.5447400287074504,0.1897039465437979,-3.403846109437384,0.35999999999999976,-14.940000000000005,-4.907133772601548,-12.63,19,5,34,0,0,4,6,0,0,1,2,14,26,4,1506.3564055408933,Human,MHCI
2vlr,19.0,0.5699999999999998,0.3684210526315789,-14.752905044525908,82.5921433812712,30.949722153022222,3.79916119029787,0.012373030156645742,0.2466846146763538,0.2354791163615949,0.14573519556152037,-3.04881002727373,-0.5447400287074504,0.2950386946506998,-3.2985113613304815,0.5699999999999998,-14.360000000000007,-5.058683670728749,-12.25,19,5,33,0,0,3,6,0,0,1,2,15,25,3,1526.1371420914074,Human,MHCI
2wbj,25.0,-15.020000000000008,0.0,-12.223951097007518,161.6008360699286,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,1.0588225681911259,-15.020000000000008,-9.42,0.6658543018794192,-6.05,4,2,90,0,1,1,16,0,1,0,14,3,58,1,2498.6243988059286,Human,MHCII
2ypl,17.0,-1.9,0.17391304347826086,-3.3127761026034386,52.27828184844138,30.742326658171827,3.2423406534117016,-0.04900337812120748,0.14342771006317664,0.11153495370972093,-0.09917417765899547,0.2082751017831061,-1.3653444907959886,-0.23427481035021552,-1.5103818797818533,-1.9,-13.08,-0.6980686659321187,-6.779999999999998,23,8,26,0,0,8,9,0,0,0,1,15,16,8,1518.3713261136108,Human,MHCI
2z31,23.0,-0.10999999999999986,0.47619047619047616,0.8255685120154533,72.19623872900725,NaN,NaN,NaN,NaN,NaN,NaN,-0.517601310863563,0.4246753566713283,-1.1119825676480588,-1.2049085218402935,-0.10999999999999986,-6.05,-0.5604987290256074,1.0000000000000009,21,8,51,0,2,2,7,0,0,0,0,19,42,2,1937.068984542835,Mouse,MHCII
3c5z,27.0,1.0899999999999999,0.45454545454545453,-0.8856418905393171,64.45731512448742,NaN,NaN,NaN,NaN,NaN,NaN,-0.6730800716656078,-0.9552411439602526,0.13433216059465403,-1.1846678074759445,1.0899999999999999,-1.1400000000000001,1.072320931810423,6.02,22,8,51,0,1,5,4,0,0,0,1,17,45,5,2185.4543204426263,Mouse,MHCII
3c60,19.0,-2.8199999999999994,0.4666666666666667,-1.6337160837891551,74.8333632615035,NaN,NaN,NaN,NaN,NaN,NaN,-0.20590887313430886,0.3300671240058373,-4.2291290711867005,-4.104970820315172,-2.8199999999999994,-1.2999999999999998,-0.9537601854354918,5.340000000000001,15,7,32,0,0,0,6,0,0,0,1,15,25,0,1416.8617802198532,Mouse,MHCII
3c6l,21.0,-1.3599999999999999,0.45,0.22616464229920555,67.92091470383909,NaN,NaN,NaN,NaN,NaN,NaN,0.03789425353049397,-1.9750690759306282,-4.161773001043683,-6.098947823443817,-1.3599999999999999,-1.6300000000000006,-3.376222800749187,5.07,20,9,33,1,1,4,5,0,0,0,2,15,25,4,1781.8187766636693,Mouse,MHCII
3d39,21.0,0.6000000000000001,0.5,6.691275144986695,53.269051694843725,31.13237641573385,3.360051923359844,0.10553854510381011,0.02110998657416461,0.08414029732167563,-0.14302177018325118,-0.7042561791757674,-0.4460965025762742,-0.14781273391127062,-1.298165415663312,0.6000000000000001,-13.610000000000007,-0.7577383206191548,-11.700000000000003,18,7,38,0,2,4,4,0,0,0,1,14,31,4,1734.758761721656,Human,MHCI
3d3v,22.0,0.07000000000000026,0.47058823529411764,6.509706997557546,53.29513609270859,31.050997781092416,3.3529818251396524,0.09831607857655987,0.022836671931262216,0.0893790640873539,-0.13853893701309028,-0.7042561791757673,-0.4460965025762742,-0.35865875741507464,-1.5090114391671166,0.07000000000000026,-14.350000000000005,-0.7897410517053284,-12.160000000000004,17,7,36,0,3,6,5,0,0,0,2,11,26,6,1711.9354932171846,Human,MHCI
3dxa,30.0,0.29999999999999993,0.46875,1.369135507110377,79.40954678549949,30.454455782814932,3.742488133977365,-0.08302537892938715,0.014092014143451332,0.17876366849347192,0.024370886899109507,-1.1241196112887009,-0.023784166460267764,-1.0388021341939782,-2.328205474216648,0.29999999999999993,-7.380000000000002,-4.080143409334605,-4.14,32,7,41,3,2,4,6,1,0,0,0,24,33,4,2016.8421775919633,Human,MHCI
3e2h,24.0,-0.1399999999999998,0.3333333333333333,-5.547817261098737,65.84829495562936,28.92814623341623,3.4556347140834616,-0.08610925454219617,0.2828129555219198,0.12767471425990828,0.04280175077025482,-0.49447911029434144,-0.8758940306813368,-1.0031779650716595,-2.373551106047338,-0.1399999999999998,-14.200000000000005,-5.848283797715224,-8.370000000000001,18,6,45,0,0,2,6,1,0,1,0,14,39,2,1732.1222115032433,Mouse,MHCI
3e3q,23.0,-0.6600000000000003,0.2777777777777778,-4.6340501458573575,64.19516952498417,28.837204817624443,3.403417823882614,-0.09579963532981661,0.2857209525620146,0.12887934143645535,0.028138076351302475,-0.36721733068341433,0.2516649004950574,-1.0015345793279296,-1.1170870095162864,-0.6600000000000003,-14.680000000000003,-6.567704770473341,-8.449999999999998,18,5,39,0,0,1,5,1,0,2,0,14,34,1,1650.0893965220348,Mouse,MHCI
3ffc,29.0,0.17000000000000018,0.1111111111111111,-9.557376525353156,50.83988895472275,30.675057968455533,3.2058422598480796,0.1522561911309931,0.012900295628516838,0.07239945157231138,0.14122016997851305,-0.9822597950073106,-0.041416103716717,0.34410584809447986,-0.6795700506295479,0.17000000000000018,-15.900000000000004,-1.5594953529284,-12.600000000000005,18,6,57,0,0,4,8,0,0,0,2,14,47,4,2048.8914994722472,Human,MHCI
3gjf,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,-6.969999999999998,0.0,-6.329999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,Human,MHCI
3gsn,22.0,-2.71,0.5,-4.456961675652247,59.671270820755886,29.922061107687618,3.4143593267979835,-0.17684822928038338,0.08587513094580058,0.22404868914290613,-0.0207778863467551,-1.2772985211848575,0.4363339626624985,-0.5178145625960813,-1.3587791211184401,-2.71,-7.039999999999999,-3.514379885774325,-5.699999999999999,26,8,37,0,1,3,5,0,0,1,2,22,29,3,1853.3666392609157,Human,MHCI
3h9s,22.0,0.41000000000000014,0.5,8.320999728803361,54.53554503341536,31.380676110553754,3.3613885463760274,0.10264317707110232,0.0026124547004320892,0.08173274137466748,-0.15551808332918135,0.17623790355151908,-0.18415888918777557,-0.5904143641966555,-0.5983353498329118,0.41000000000000014,-13.910000000000004,-1.6090094683673128,-13.68,22,8,34,0,3,6,3,0,0,0,1,16,27,6,1836.367406014102,Human,MHCI
3hae,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,-6.759999999999998,0.0,-5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,Human,MHCI
3hg1,25.0,1.08,0.35714285714285715,4.551631414307467,69.04933265915966,28.66333138083976,3.636215573566297,0.016435062556973964,-0.03561488711678309,0.15864736178733208,-0.0012188529988579342,-1.0725513487923313,0.2813004762574246,-2.891081947066983,-3.682332819601889,1.08,-10.370000000000005,-3.859919977218953,-7.789999999999999,28,9,46,0,2,6,2,0,0,0,2,22,40,6,1945.647580805453,Human,MHCI
3kpr,30.0,1.5000000000000002,0.4090909090909091,-1.1576217714180732,62.77958196438808,29.999623051875723,3.3986798849666933,-0.28000559519271306,0.2141825774527948,0.16424442171929468,-0.0982289555857906,-0.320870398603309,-0.6409788283798747,0.4171754648944939,-1.944905461840766,1.5000000000000002,-5.729999999999999,-0.14661412313214361,-3.6499999999999995,22,6,57,0,1,3,12,3,0,1,1,15,43,3,2316.37475304251,Human,MHCI
3kps,29.0,1.46,0.38095238095238093,-0.2971067741508527,64.57115043036316,29.991982659224966,3.4591537796081195,-0.29305606709114096,0.2155481774685589,0.15676805027473567,-0.09026711328216527,0.30289998417881603,-0.6409788283798747,0.72355822727691,0.6272087874634356,1.46,-6.400000000000001,2.469307134785745,-3.8700000000000006,21,7,57,0,1,2,9,4,0,1,1,14,46,2,2259.730291834676,Human,MHCI
3kxf,26.0,-3.3499999999999996,0.42857142857142855,-9.874613698776963,84.06074359531641,32.880154338701466,3.970987167868915,0.17981692242428554,0.17156140549243606,-0.1396570629484005,0.03641275324642627,-1.7333155116263637,-0.40916809941687404,-0.21944881227208599,-2.1530989481755745,-3.3499999999999996,-12.560000000000006,-3.017884039747899,-6.51,35,7,32,0,2,10,5,0,0,0,4,25,21,10,1747.291793754779,Human,MHCI
3mbe,35.0,2.92,0.5,-1.8558030358467865,68.1688460688209,NaN,NaN,NaN,NaN,NaN,NaN,-2.1676120607654816,0.39347230386634746,0.8693834747770441,-1.0251982123719423,2.92,-13.46,-1.1880688176950363,-5.199999999999999,38,15,58,4,3,1,9,0,1,0,0,33,45,1,2654.0968555157597,Mouse,MHCII
3mv7,25.0,-1.63,0.4444444444444444,-8.086729892461593,63.24067131063687,30.757404987896784,3.5372909392872653,0.017783574339741797,0.04810180349209686,0.28619315832866304,0.02315002700968857,-0.5591349786170927,-1.1690053012472452,-0.7904211144823017,-2.998720606230311,-1.63,-11.480000000000004,-4.851243926348017,-5.539999999999999,36,10,32,1,0,10,1,0,0,0,2,25,29,10,1840.7930932489362,Human,MHCI
